TargetName,JJ93.|.001.|.tumor,JJ93.|.001.|.CD45,JJ93.|.002.|.Ki67+.tumor,JJ93.|.002.|.tumor,JJ93.|.002.|.CD45,JJ93.|.003.|.Ki67+.tumor,JJ93.|.003.|.tumor,JJ93.|.003.|.CD45,JJ93.|.004.|.tumor,JJ93.|.004.|.CD45,JJ93.|.005.|.tumor,JJ93.|.005.|.CD45,JJ98.|.001.|.Ki67+.tumor,JJ98.|.001.|.tumor,JJ98.|.001.|.CD45,JJ98.|.002.|.Ki67+.tumor,JJ98.|.002.|.tumor,JJ98.|.002.|.CD45,JJ98.|.003.|.Ki67+.tumor,JJ98.|.003.|.tumor,JJ98.|.003.|.CD45,JJ98.|.004.|.tumor,JJ98.|.005.|.tumor,JJ98.|.006.|.tumor
EPN2,330,15,24,161,20,37,129,12,143,31,138,6,36,70,46,12,116,19,12,64,75,15,17,1
EPN3,23,9,3,15,1,8,13,1,22,7,13,3,7,11,17,2,23,3,2,12,30,5,9,2
EPO,16,4,2,8,1,1,1,2,14,1,11,1,3,4,9,3,25,5,1,12,15,8,3,1
EPOP,23,4,5,13,2,1,12,1,8,6,12,1,7,7,16,3,16,6,3,15,15,9,6,2
EPOR,28,5,1,13,3,1,14,1,8,4,9,2,9,5,16,2,17,4,1,12,24,7,6,1
EPPIN,20,6,2,6,5,5,6,4,9,3,9,1,6,11,9,3,21,2,1,10,23,4,2,1
EPPK1,17,9,1,6,4,1,3,2,6,1,14,1,12,9,7,2,8,5,2,15,24,5,9,1
EPRS1,52,7,2,29,5,9,14,5,29,9,23,6,12,17,35,7,39,11,8,34,55,12,8,6
EPS15,25,8,2,22,4,3,10,1,19,10,10,4,24,25,50,1,45,24,7,43,100,7,3,1
EPS15L1,82,11,8,35,5,7,20,4,55,8,39,2,27,36,42,7,70,8,4,58,43,12,9,2
EPS8,29,4,4,17,3,2,7,1,16,4,17,1,26,27,28,6,33,6,8,20,40,11,6,1
EPS8L1,21,3,1,6,1,4,5,1,6,1,7,3,6,6,10,1,19,3,1,12,22,5,4,1
EPS8L2,31,3,3,9,4,3,6,4,20,2,10,1,6,12,15,5,28,4,1,11,19,8,5,1
EPS8L3,17,5,4,10,2,1,8,3,10,2,7,1,5,7,10,1,9,5,3,12,17,11,2,2
EPSTI1,18,5,2,7,2,1,9,3,9,2,7,1,6,3,21,3,13,6,4,7,25,5,6,1
EPX,11,3,1,16,1,2,5,1,8,4,10,2,8,5,7,1,15,5,2,11,18,11,4,1
EPYC,27,4,3,16,6,1,5,3,13,3,8,3,7,6,10,3,18,5,2,10,26,3,4,3
EQTN,15,1,3,13,2,3,5,1,13,2,12,2,4,9,15,1,12,5,2,13,6,3,3,1
ERAL1,47,5,7,25,3,6,21,3,21,5,29,3,8,17,20,8,42,9,3,32,42,12,3,1
ERAP1,43,8,3,27,4,4,16,1,24,10,15,1,12,14,26,9,32,13,6,34,50,8,7,1
ERAP2,31,5,7,15,10,2,7,1,15,4,9,4,5,15,33,5,16,8,3,24,35,4,5,1
ERAS,15,3,2,12,1,2,6,2,12,3,9,1,3,2,7,2,12,3,2,12,14,6,6,1
ERBB2,46,7,7,23,5,3,11,1,16,10,26,1,13,10,24,9,95,13,5,33,36,31,27,11
ERBB3,36,4,2,8,4,2,18,2,27,2,17,1,50,38,27,4,46,4,5,33,48,15,16,7
ERBB4,37,9,2,10,4,2,4,4,9,4,38,4,9,9,22,1,16,5,2,8,25,5,7,1
ERBIN,69,6,4,29,6,7,16,3,38,8,25,1,38,52,121,18,146,34,18,68,108,7,1,2
ERC1,67,6,4,39,7,5,24,5,28,9,23,5,15,28,48,9,46,7,3,27,43,17,5,6
ERC2,16,7,5,16,1,1,5,5,7,1,9,1,8,8,19,1,14,5,3,15,24,3,2,1
ERCC1,49,11,4,27,5,7,16,4,21,6,25,2,17,18,43,6,54,25,12,37,75,7,8,4
ERCC2,35,4,5,13,4,6,10,1,9,4,10,2,15,13,20,5,21,13,3,22,34,9,5,6
ERCC3,40,7,5,29,5,2,14,5,21,7,26,5,20,13,36,4,30,11,7,33,29,9,4,1
ERCC4,49,9,4,23,5,6,16,3,32,3,18,2,16,21,20,6,38,11,10,34,27,7,5,2
ERCC5,56,11,7,22,2,6,16,2,17,7,21,1,17,23,21,5,31,6,3,29,45,6,5,5
ERCC6L,21,2,2,5,1,1,3,3,8,1,8,1,6,3,15,1,6,1,1,7,14,3,4,1
ERCC6L2,64,5,6,30,5,11,30,2,31,4,23,2,15,17,23,5,23,5,7,28,35,3,5,1
ERCC8,33,5,1,15,2,4,16,1,10,5,18,2,9,10,12,1,23,6,4,16,27,7,7,1
EREG,32,7,3,12,5,3,5,2,12,6,10,1,6,14,14,2,10,5,2,6,23,7,9,5
ERF,193,6,7,94,12,19,69,10,104,17,96,8,103,92,119,34,207,22,35,152,157,28,27,5
ERFE,22,5,4,14,4,1,5,1,10,5,9,1,10,8,19,6,11,2,1,15,19,8,9,1
ERFL,15,2,4,6,1,1,6,1,10,1,15,3,4,6,13,2,19,6,1,10,25,5,27,1
ERG,26,6,3,22,1,6,10,3,19,3,12,3,5,6,20,4,18,5,1,20,26,6,8,4
ERG28,44,8,4,16,2,3,9,2,22,3,12,5,34,19,22,5,37,17,4,23,42,10,3,5
ERGIC1,65,6,7,32,11,5,25,5,25,12,20,1,26,38,60,6,78,15,5,57,92,21,7,2
ERGIC2,53,7,6,23,7,7,18,5,23,6,23,2,22,27,29,3,58,10,6,33,39,5,3,1
ERGIC3,83,6,11,36,10,13,40,7,47,10,37,1,34,43,58,16,96,28,13,69,96,5,8,1
ERH,87,10,10,36,8,10,32,3,30,15,44,5,76,73,91,9,99,29,16,71,112,35,22,2
ERI1,24,4,5,8,4,2,9,1,18,4,18,3,14,12,16,6,22,5,2,17,39,7,8,3
ERI2,24,3,1,11,1,2,7,3,16,2,15,3,11,7,16,7,25,5,1,23,31,7,5,1
ERI3,37,4,5,24,5,5,9,3,17,10,32,1,12,43,49,6,41,15,9,45,47,19,8,1
ERICH1,24,4,5,15,1,1,7,1,12,5,13,2,8,23,16,2,28,6,1,19,25,6,4,1
ERICH2,23,8,1,7,1,2,4,4,8,4,16,2,5,3,17,1,11,3,3,7,22,8,10,1
ERICH3,8,7,3,10,1,1,4,3,7,7,5,1,5,5,6,2,15,1,2,18,20,8,6,1
ERICH4,22,4,1,13,4,4,9,1,14,4,17,2,10,7,17,1,28,5,3,15,22,11,3,5
ERICH5,18,5,1,7,1,6,7,2,10,3,4,1,9,8,19,2,9,5,2,9,34,8,5,1
ERICH6,10,4,3,15,1,5,10,1,8,2,10,1,6,7,7,4,17,2,4,6,22,8,8,1
ERICH6B,18,7,4,14,3,3,10,3,10,8,15,1,4,13,22,1,18,7,2,23,18,6,11,3
ERLEC1,77,7,8,88,9,8,17,5,25,7,23,3,13,18,29,5,44,8,9,43,53,5,11,3
ERLIN1,28,3,6,15,5,6,10,5,14,8,16,2,12,14,18,2,18,6,4,16,30,5,8,1
ERLIN2,46,3,9,21,3,4,17,3,23,6,27,3,14,16,19,5,46,11,6,23,32,8,5,1
ERMAP,21,4,4,8,4,1,10,1,9,4,17,1,10,12,18,2,18,4,3,15,36,9,7,2
ERMARD,59,4,8,26,3,8,13,1,31,4,22,1,12,14,20,4,26,3,10,23,29,6,7,3
ERMN,15,4,2,7,5,3,9,1,28,8,15,1,9,19,19,2,20,8,1,21,34,10,7,3
ERMP1,28,12,2,7,1,3,9,2,15,4,10,1,4,9,16,3,23,7,2,12,35,5,5,1
ERN1,36,9,3,23,9,5,11,4,29,5,12,1,13,14,17,3,17,9,5,22,31,6,3,3
ERN2,15,5,4,14,2,3,8,2,9,3,14,1,8,7,12,1,20,1,3,15,16,5,3,1
ERO1A,35,3,5,16,3,3,10,3,17,7,21,2,24,17,29,5,45,18,7,26,36,5,10,2
ERO1B,23,8,4,19,1,3,12,4,8,3,12,1,5,7,12,3,22,8,5,21,26,22,13,1
ERP27,23,4,2,11,1,4,12,1,17,2,12,1,7,10,13,2,15,5,4,15,22,4,7,1
ERP29,60,8,8,43,7,5,21,9,29,20,30,3,25,22,44,7,43,18,9,37,81,10,10,1
ERP44,69,8,5,31,7,9,25,5,32,8,32,5,29,27,48,3,46,17,10,49,71,11,5,1
ERRFI1,23,5,5,17,3,7,11,1,15,1,19,1,11,17,32,3,26,8,5,22,33,6,2,1
ERV3-1,98,9,19,64,1,12,36,4,43,10,43,2,15,40,24,5,48,9,2,56,47,9,8,1
ERVFRD-1,16,3,4,15,1,1,10,1,12,1,9,1,3,5,11,2,11,4,2,12,17,7,3,3
ERVMER34-1,18,9,1,6,4,3,6,3,5,2,9,1,4,6,12,1,13,2,1,12,13,4,5,4
ERVV-1,20,2,2,10,2,3,10,1,13,3,8,1,3,8,18,1,22,6,7,16,24,7,6,3
ERVV-2,27,5,4,10,1,4,3,3,9,1,16,2,10,12,20,3,22,12,5,16,25,7,5,1
ERVW-1,25,1,2,12,2,1,12,1,14,1,13,1,8,17,17,3,21,8,6,27,26,4,10,1
ESAM,32,2,2,14,2,7,9,5,18,2,13,2,1,7,14,2,8,6,2,18,18,4,5,2
ESCO1,30,5,3,17,1,1,10,1,11,1,12,2,5,17,19,3,20,1,9,24,24,2,1,1
ESCO2,34,8,6,21,2,15,18,3,19,1,21,2,22,22,25,17,29,13,11,25,34,8,11,6
ESD,74,15,16,44,8,12,24,7,37,15,34,7,13,20,39,3,41,19,4,24,66,9,8,2
ESF1,44,4,8,31,2,7,22,1,26,9,25,1,19,18,25,9,42,17,8,34,46,13,7,5
ESM1,15,2,1,8,5,4,2,1,8,2,14,2,7,11,15,1,11,8,1,11,25,1,4,2
ESPL1,25,4,4,11,1,3,12,5,11,8,15,1,23,10,12,13,23,11,7,16,24,3,9,2
ESPN,34,5,1,16,5,7,21,1,12,2,15,2,12,10,14,1,45,8,7,32,13,32,15,3
ESPNL,19,3,1,9,3,3,2,2,10,2,12,4,7,9,8,1,15,6,1,12,18,14,8,1
ESR1,31,5,1,12,5,3,9,1,13,8,13,1,14,13,18,3,28,10,1,18,33,8,4,1
ESR2,16,5,1,6,1,2,4,2,7,2,9,2,6,4,13,1,13,6,3,6,10,4,4,1
ESRP1,37,10,2,13,2,2,12,3,13,8,19,1,3,8,19,2,25,5,3,29,21,14,8,1
ESRP2,13,2,2,10,2,4,11,1,8,2,14,3,3,6,11,1,16,7,6,10,10,8,12,1
ESRRA,29,6,6,16,4,3,12,2,14,3,16,1,3,13,22,3,24,8,1,12,29,10,11,3
ESRRB,13,4,2,4,1,3,3,1,13,5,8,1,7,9,11,1,19,6,1,14,17,13,5,1
ESRRG,29,4,1,13,4,4,10,5,20,3,9,2,4,8,14,4,14,6,1,13,34,4,2,3
ESS2,39,7,10,28,1,8,27,2,25,5,18,1,17,20,25,5,42,6,4,14,42,8,8,1
ESX1,24,4,4,11,2,2,8,5,11,3,10,1,9,7,14,2,14,6,1,7,21,17,10,3
ESYT1,43,5,4,21,4,1,19,1,16,7,26,6,21,27,43,6,66,20,8,50,54,11,18,4
ESYT2,46,2,6,18,3,4,14,2,31,4,30,1,10,22,31,3,35,11,5,23,40,6,8,2
ESYT3,29,5,5,16,2,1,10,1,12,4,12,1,7,12,13,3,17,7,2,9,21,7,6,1
ETAA1,55,9,4,17,2,2,11,1,14,6,24,1,14,13,16,4,23,7,3,17,34,4,5,1
ETDB,15,3,1,14,1,2,10,1,6,5,8,1,5,4,12,2,13,6,1,8,19,5,5,2
ETDC,15,8,1,6,1,1,8,1,8,1,4,1,7,2,9,1,15,2,1,7,18,7,5,1
ETF1,45,4,8,26,5,7,11,8,21,10,18,1,16,15,37,5,40,13,11,36,63,9,4,3
ETFA,57,5,7,38,15,8,23,9,35,8,23,4,12,18,29,7,29,9,8,35,46,4,5,1
ETFB,33,7,2,24,5,6,10,7,11,4,18,1,10,12,26,7,35,12,8,25,42,17,7,4
ETFBKMT,28,6,3,10,2,2,6,6,17,4,13,2,12,13,10,5,8,1,3,13,28,2,7,1
ETFDH,54,11,4,20,5,7,19,2,17,7,19,2,7,15,27,8,20,16,3,29,37,8,4,2
ETFRF1,43,7,6,21,2,8,9,9,19,4,23,4,17,23,35,4,30,10,6,25,59,10,4,1
ETHE1,29,6,2,13,4,2,13,3,14,1,10,2,12,9,22,1,30,5,6,13,38,9,7,1
ETNK1,45,5,4,34,5,7,17,3,26,7,24,2,36,22,30,3,54,7,8,34,43,11,15,1
ETNK2,22,2,5,13,1,3,4,2,8,4,11,4,12,6,14,2,21,4,2,11,34,11,5,2
ETNPPL,24,9,1,22,6,1,5,5,13,13,18,3,5,7,13,2,18,4,3,13,22,7,5,3
ETS1,75,7,7,43,4,8,23,2,31,7,24,3,19,12,28,4,34,6,12,25,45,6,8,2
ETS2,38,6,1,14,6,1,10,5,23,8,19,1,14,19,47,5,42,17,5,24,83,10,6,3
ETV1,396,22,44,139,22,44,106,28,151,19,139,3,80,95,94,6,37,6,18,66,77,6,5,1
ETV2,27,5,2,9,5,3,5,1,8,3,12,2,9,7,11,3,24,6,5,22,35,21,7,3
ETV3,107,7,14,82,7,15,44,9,48,8,63,3,34,36,55,7,71,17,10,54,66,34,19,2
ETV3L,11,4,1,13,1,2,3,2,4,7,6,1,5,4,6,2,10,5,1,6,13,10,4,3
ETV4,47,5,7,16,2,5,10,1,15,4,22,1,13,3,17,4,15,5,4,13,20,8,13,3
ETV5,108,9,3,22,5,15,29,8,32,14,58,2,14,10,20,2,14,11,3,24,36,7,7,1
ETV6,37,8,3,21,6,4,8,4,18,5,15,4,7,11,32,3,32,10,5,22,49,14,4,2
ETV7,29,7,2,16,3,1,6,2,12,2,12,1,5,6,19,2,12,5,5,14,25,11,9,1
EVA1A,15,2,6,9,4,3,7,3,16,3,10,1,5,10,15,1,11,4,1,11,12,4,4,1
EVA1B,20,6,1,8,2,1,7,5,21,6,22,1,11,15,18,3,38,5,5,20,36,16,11,2
EVA1C,12,4,1,10,2,1,3,2,11,1,9,1,5,20,18,6,21,4,4,30,31,7,3,1
EVC,21,5,5,16,1,2,8,1,13,3,14,2,6,13,21,3,19,4,8,17,30,2,4,2
EVC2,21,9,1,21,1,2,5,2,11,6,8,1,11,11,18,3,19,4,3,17,22,6,7,1
EVI2A,30,11,5,13,6,3,13,4,17,8,7,2,11,11,49,2,16,13,3,12,61,7,3,3
EVI2B,34,7,4,20,8,5,18,12,19,26,18,2,18,19,67,7,44,28,7,21,118,15,19,4
EVI5,36,8,5,15,1,2,8,1,12,9,13,3,23,23,31,6,50,18,5,35,41,7,4,1
EVI5L,64,8,5,37,1,7,26,2,37,7,33,1,23,33,23,2,34,6,8,27,41,13,7,3
EVL,255,15,18,147,19,24,73,14,124,25,114,7,73,115,193,22,196,49,24,139,221,51,25,3
EVPL,17,6,3,11,2,3,6,2,7,4,11,1,12,6,11,1,14,1,2,8,19,9,4,1
EVPLL,15,3,4,9,2,3,4,1,12,1,9,1,5,12,17,1,17,4,6,10,12,12,7,2
EVX1,71,4,7,43,4,12,29,1,44,7,36,2,29,42,26,10,90,19,15,62,60,60,43,7
EVX2,16,3,4,6,1,1,3,1,3,4,9,1,5,3,9,2,16,5,2,14,17,6,2,1
EWSR1,158,11,16,84,19,23,60,12,80,15,81,9,58,90,88,13,123,26,19,119,134,13,5,2
EXD1,16,4,4,14,4,4,6,2,15,4,8,1,4,9,7,1,13,12,3,10,19,7,1,1
EXD2,30,6,5,22,2,2,11,3,9,3,13,1,15,11,28,2,38,6,6,29,35,4,3,4
EXD3,36,5,6,25,1,2,10,1,21,5,19,2,11,14,10,2,28,5,5,13,22,10,7,1
EXO1,23,5,1,9,2,5,8,2,6,5,7,2,14,11,21,8,17,12,5,16,19,9,4,3
EXO5,21,4,7,12,2,2,11,1,11,7,9,1,14,6,8,3,16,3,7,12,20,4,1,4
EXOC1,43,6,4,19,3,5,7,4,19,8,20,1,13,12,23,5,30,5,6,24,29,3,3,1
EXOC1L,27,5,4,20,3,2,14,3,10,7,9,1,8,12,15,2,16,3,2,8,23,8,5,1
EXOC2,35,4,4,15,3,2,13,4,14,6,22,2,12,14,16,3,20,9,6,19,34,6,5,1
EXOC3,63,7,5,44,5,12,16,3,44,5,33,1,28,28,34,3,34,4,6,50,65,6,10,4
EXOC3L1,21,5,5,13,2,4,12,4,8,2,11,1,7,10,9,3,22,6,2,15,19,9,4,2
EXOC3L2,12,1,1,1,1,1,6,2,4,2,6,2,7,7,10,3,11,4,2,12,17,11,3,1
EXOC3L4,18,4,3,18,2,2,10,2,7,2,13,1,3,10,11,1,26,6,1,11,20,8,14,1
EXOC4,68,9,9,37,7,7,35,4,44,8,51,1,26,37,48,15,102,9,16,91,57,5,4,3
EXOC5,62,5,13,25,3,7,17,6,19,7,34,6,14,35,35,3,53,20,16,39,83,6,9,1
EXOC6,22,1,3,11,1,6,8,3,12,3,11,2,10,6,12,2,14,6,4,7,17,1,2,1
EXOC6B,48,6,4,35,8,9,20,2,36,9,28,1,24,17,24,3,55,9,7,30,32,9,11,3
EXOC7,114,5,21,94,4,14,63,4,72,13,63,4,45,64,61,6,94,26,10,63,62,7,5,2
EXOC8,44,8,4,12,5,10,12,1,13,5,16,2,10,10,26,1,15,11,4,24,35,11,1,2
EXOG,53,5,6,28,2,7,16,2,23,10,24,1,20,16,28,3,49,14,9,37,45,6,7,2
EXOSC1,49,5,3,16,2,7,12,1,20,5,25,3,10,21,18,5,18,9,2,17,36,9,8,2
EXOSC10,39,9,9,20,4,4,15,2,25,4,19,1,39,33,34,2,40,13,9,47,53,10,4,1
EXOSC2,72,3,3,44,7,12,19,5,25,2,33,3,20,27,28,4,33,5,8,28,22,9,16,3
EXOSC3,102,12,13,58,6,9,24,6,34,16,33,3,36,44,51,5,90,26,15,78,88,22,10,6
EXOSC4,41,11,4,23,4,3,14,1,19,8,18,3,21,13,19,3,34,8,6,26,34,10,6,2
EXOSC5,32,7,4,18,6,4,8,4,15,4,12,2,11,20,24,7,28,10,7,18,48,7,12,4
EXOSC6,92,11,16,48,9,18,26,4,46,12,31,3,22,37,49,5,59,12,7,48,45,25,22,6
EXOSC7,50,5,2,18,8,5,11,4,21,5,9,1,18,18,38,5,40,8,7,29,39,6,9,1
EXOSC8,51,8,3,27,2,7,18,4,31,2,22,1,23,14,16,4,35,8,9,29,43,6,2,1
EXOSC9,34,8,4,12,4,4,7,2,18,5,18,5,16,17,15,5,34,11,2,22,23,5,10,2
EXPH5,21,6,3,18,3,2,8,1,6,5,9,1,3,12,8,2,22,3,2,15,18,7,6,1
EXT1,22,4,4,7,4,4,3,1,11,2,7,1,9,17,24,1,20,6,3,21,29,7,6,1
EXT2,36,5,2,23,4,5,17,1,27,2,16,4,5,15,26,3,22,11,4,19,27,4,3,1
EXTL1,29,4,1,15,2,2,10,3,20,4,12,1,6,7,19,3,21,8,4,20,29,9,6,1
EXTL2,22,3,1,10,6,4,7,1,9,6,11,1,4,9,17,1,25,7,1,19,31,3,2,1
EXTL3,47,5,8,25,3,4,14,2,27,5,19,1,19,23,40,9,34,7,8,33,42,20,14,2
EYA1,55,3,3,27,7,3,26,2,28,6,20,2,4,6,12,1,9,4,4,18,15,12,2,3
EYA2,13,1,1,9,1,6,6,1,4,3,6,1,7,12,13,3,17,6,3,18,26,5,3,1
EYA3,20,8,2,17,3,4,9,2,20,5,13,1,16,7,21,2,25,14,2,20,25,4,4,2
EYA4,27,5,2,9,1,3,3,2,4,3,9,1,7,6,9,2,6,3,1,19,23,3,3,1
EYS,22,7,3,14,1,4,4,1,10,2,7,1,8,8,14,2,12,7,4,15,29,3,1,2
EZH1,65,8,8,47,2,9,23,7,46,5,29,5,8,35,26,5,65,14,9,42,35,9,11,2
EZH2,47,2,16,20,2,12,9,2,20,7,24,1,49,25,39,16,48,13,26,42,48,6,6,1
EZHIP,37,7,2,23,1,5,9,3,11,3,17,1,5,3,8,4,9,5,4,9,28,8,4,2
EZR,134,19,19,86,35,19,45,15,46,16,57,15,19,27,56,12,69,27,17,75,123,10,5,1
F10,22,3,1,11,1,5,7,1,5,3,5,2,3,2,8,1,11,3,2,11,18,8,5,4
F11,11,8,2,9,1,1,4,3,10,6,5,3,7,7,13,2,7,6,1,7,14,2,3,2
F11R,19,6,2,6,6,2,5,2,11,4,11,3,4,13,13,3,26,5,6,28,29,4,6,1
F12,41,13,7,38,6,2,17,5,25,6,25,2,15,28,33,4,31,10,5,24,48,14,17,3
F13A1,11,6,3,12,1,1,9,1,10,8,17,1,3,5,54,4,11,46,3,20,98,3,3,1
F13B,20,6,1,4,7,1,8,2,4,2,4,1,10,7,11,1,9,6,1,5,30,4,6,2
F2,27,9,1,14,3,2,10,2,8,5,15,1,4,6,12,3,15,7,1,18,23,11,5,2
F2R,26,3,1,17,1,1,7,2,11,2,13,4,10,8,20,1,19,3,4,16,14,6,5,1
F2RL1,19,1,3,12,4,4,8,1,12,4,10,1,7,5,11,2,8,4,5,15,35,4,7,1
F2RL2,15,4,1,13,1,2,6,2,6,5,6,1,6,6,17,1,12,6,3,15,19,7,4,2
F2RL3,13,2,1,14,6,1,2,2,7,1,10,1,4,9,8,1,15,5,1,12,22,8,6,1
F3,21,7,2,15,3,3,9,1,9,4,8,1,16,42,31,7,117,16,5,70,64,5,6,1
F5,8,7,4,7,2,2,2,2,5,2,8,1,9,9,14,3,9,6,1,9,17,4,1,3
F7,22,4,1,12,1,3,5,1,12,4,8,1,8,9,12,1,16,3,1,10,23,6,11,1
F8,19,6,2,12,4,1,8,1,17,1,18,1,8,6,24,2,18,5,2,10,25,4,1,2
F8A1,92,9,8,24,3,11,13,1,48,3,34,2,17,24,45,9,60,15,14,48,86,20,8,2
F8A2,49,6,9,26,5,3,19,4,23,7,20,2,10,9,33,2,36,19,5,18,44,17,17,5
F9,20,3,1,14,3,1,8,2,9,3,7,3,3,2,15,3,9,3,1,7,20,2,5,4
FA2H,56,7,4,19,5,5,23,5,58,7,32,4,27,37,29,3,30,4,6,21,34,8,9,3
FAAH,18,5,5,15,1,4,13,2,14,4,14,2,4,9,12,2,19,3,4,12,25,6,8,3
FAAH2,38,15,4,12,4,3,7,4,16,4,26,5,11,14,24,5,21,9,7,28,46,6,7,2
FAAP100,60,4,4,28,5,6,16,2,29,6,29,3,18,25,21,5,46,8,6,19,23,9,8,1
FAAP20,50,6,9,30,5,2,16,4,22,6,17,2,25,27,52,9,59,16,14,40,67,13,13,3
FAAP24,27,4,4,17,1,1,4,2,13,1,10,4,8,8,18,6,28,6,5,14,23,11,6,2
FABP1,164,13,18,92,8,10,50,10,85,13,92,5,24,46,34,14,75,14,13,90,52,22,11,3
FABP12,18,7,1,16,3,2,9,2,10,4,11,1,3,7,20,1,18,5,1,11,20,1,3,1
FABP2,12,3,2,10,3,5,9,1,7,1,7,1,9,8,11,2,18,3,1,17,15,3,3,1
FABP3,12,4,2,9,4,4,6,1,18,8,7,1,9,17,18,2,19,5,2,16,29,10,8,2
FABP4,27,2,4,10,3,6,4,2,12,4,11,1,8,7,13,3,18,13,2,9,25,4,6,1
FABP5,74,11,11,26,10,11,23,15,29,13,26,2,37,49,91,10,97,37,15,59,80,19,11,2
FABP6,22,5,5,12,2,5,9,2,11,5,19,2,3,8,12,3,23,6,1,13,27,8,3,3
FABP7,111,20,3,27,9,9,32,9,32,12,37,2,11,25,64,3,35,19,8,41,60,6,7,1
FABP9,22,6,2,12,4,3,4,1,5,6,9,2,5,3,13,1,6,2,1,6,20,7,5,2
FADD,51,8,2,27,2,4,13,3,25,8,8,1,12,12,33,3,47,12,3,27,52,9,4,1
FADS1,133,18,10,62,18,20,34,9,82,24,72,8,29,26,42,7,62,14,11,57,77,7,7,2
FADS2,135,28,22,59,23,15,36,11,72,29,58,12,31,60,78,17,154,29,17,124,144,15,7,2
FADS3,29,10,5,21,3,2,12,1,20,3,15,4,14,24,22,8,93,5,7,43,34,5,9,1
FADS6,20,3,3,13,3,1,8,3,11,4,15,1,7,6,13,4,20,7,4,4,20,8,9,1
FAF1,29,6,1,7,3,3,5,1,7,5,7,1,17,10,20,2,19,8,3,20,30,2,2,1
FAF2,69,6,5,30,4,9,23,5,30,9,43,1,12,20,22,4,37,12,7,29,35,5,6,2
FAH,15,3,1,11,1,2,3,4,6,2,10,2,4,8,22,3,21,5,5,19,29,10,7,1
FAHD1,32,5,3,16,5,7,18,3,21,8,7,4,13,9,20,4,30,5,2,18,41,5,8,3
FAHD2B,86,11,5,49,4,14,30,2,47,6,49,4,54,70,50,15,125,20,17,147,81,19,11,4
FAIM,30,5,4,22,6,8,6,1,25,10,10,1,11,21,29,5,44,8,2,41,51,8,10,1
FAIM2,156,13,15,58,15,10,47,7,59,13,64,11,17,40,32,6,61,13,8,41,50,32,15,4
FAM102A,46,6,5,15,6,3,8,3,31,8,26,3,30,30,44,5,56,5,9,33,48,11,8,1
FAM102B,22,2,4,9,8,1,3,2,8,4,10,2,4,10,21,3,10,13,5,19,37,6,5,1
FAM104A,40,11,3,18,5,4,16,1,20,5,11,1,15,18,21,1,28,8,4,17,29,10,2,1
FAM104B,49,7,5,21,2,11,21,1,24,8,18,1,15,15,22,5,20,11,7,26,38,11,5,2
FAM106A,57,7,7,28,6,4,19,1,38,5,26,1,16,29,24,9,53,17,13,43,40,13,9,1
FAM107A,106,16,12,60,31,3,28,15,73,71,63,20,8,14,34,4,29,14,9,68,179,8,8,2
FAM107B,44,7,3,23,5,7,12,3,33,8,24,3,17,11,23,4,14,15,1,14,36,7,3,1
FAM110A,31,10,4,10,8,1,10,10,24,7,12,2,9,11,15,3,18,5,4,13,30,7,6,2
FAM110B,191,10,18,105,11,17,55,10,53,14,84,5,22,21,23,4,24,10,6,20,32,7,8,2
FAM110C,17,2,3,12,2,1,11,1,9,10,6,1,3,4,6,2,17,1,2,9,20,10,6,2
FAM110D,15,7,2,4,2,2,8,5,10,5,7,2,7,5,10,3,15,4,3,16,26,13,6,1
FAM111A,36,3,15,20,7,5,11,5,23,10,21,2,20,17,26,20,74,13,13,28,52,2,5,1
FAM111B,25,9,1,8,2,6,7,5,9,6,6,3,8,9,16,2,14,11,5,11,23,2,2,2
FAM114A1,19,3,1,5,2,3,5,4,9,4,5,1,16,16,34,6,27,6,6,29,28,4,6,1
FAM114A2,51,7,6,28,4,6,16,4,23,7,16,1,8,16,23,6,49,11,5,18,29,8,6,3
FAM117A,31,8,1,13,8,2,11,5,19,3,11,1,9,16,16,1,22,5,2,18,28,7,4,1
FAM117B,56,7,3,23,6,11,14,3,23,8,18,2,21,15,36,2,24,3,6,18,40,3,2,2
FAM118A,32,10,5,32,3,7,15,2,21,5,18,2,14,22,25,7,25,7,8,30,29,14,7,4
FAM118B,23,5,3,10,1,2,7,3,14,4,13,1,6,10,13,1,35,7,3,22,30,3,4,2
FAM120A,68,35,5,47,9,11,28,9,46,13,53,6,43,44,69,5,75,20,11,63,98,9,5,2
FAM120AOS,32,7,7,30,4,9,11,4,19,9,24,1,18,24,27,6,32,13,8,25,58,10,4,4
FAM120B,83,5,9,54,2,10,29,4,49,7,45,1,16,28,30,12,43,13,5,41,52,9,4,1
FAM120C,49,9,6,22,6,8,20,5,29,4,18,1,15,20,22,1,28,9,3,19,42,10,8,3
FAM124A,24,5,3,11,1,2,7,5,17,5,12,1,11,9,19,2,18,3,1,12,17,13,5,1
FAM124B,8,5,4,4,1,3,2,1,13,3,4,2,5,5,9,2,11,4,1,7,19,6,4,3
FAM126A,13,11,4,11,2,5,9,2,8,5,6,1,13,11,30,9,40,11,8,60,53,7,4,2
FAM126B,43,6,6,34,3,3,21,4,27,1,29,1,17,14,28,6,35,6,3,25,31,3,11,1
FAM131A,35,3,6,22,4,2,9,2,11,5,22,2,8,11,15,4,23,5,2,24,26,5,3,1
